SF_Id,Name,Stage,Field,Before,After,Source,Timestamp,Action
006WR000011kjHuYAI,ROE - 303 E SOUTHERN AVE MESA AZ,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjI1YAI,ROE - 645 S COUNTRY CLUB DR MESA AZ,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjI4YAI,ROE - 1924 S MACDONALD  MESA AZ,Engaged,Sales_Status__c,Research Completed,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjI7YAI,ROE - 1940 S COUNTRY CLUB DR MESA AZ,Proposal Sent,Sales_Status__c,Research Completed,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjI8YAI,ROE - 1950 S COUNTRY CLUB DR MESA AZ,Proposal Sent,Sales_Status__c,Research Completed,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjICYAY,ROE - 1136 E HARMONY AVE MESA AZ,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjINYAY,ROE - 4406 E MAIN ST MESA AZ,Proposal Sent,Sales_Status__c,Research Completed,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjISYAY,ROE - 347 E SOUTHERN AVE MESA AZ,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjIUYAY,ROE - 415 N VAL VISTA DR MESA AZ,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjIaYAI,ROE - 6910 PACIFIC ST OMAHA NE,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjIpYAI,ROE - 5139 LEAVENWORTH ST OMAHA NE,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjIrYAI,ROE - 6237 N 89TH CIR OMAHA NE,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjIuYAI,ROE - 6304 N 73RD PLZ OMAHA NE,Engaged,Sales_Status__c,FF Sales - Tenant Interest Required,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ0YAI,ROE - 201 E CENTRAL TEXAS EXPY HARKER HEIGHTS TX,Engaged,Sales_Status__c,Research Completed,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ1YAI,ROE - 10011 HARMON RD FORT WORTH TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ2YAI,ROE - 1953 GOLDEN HEIGHTS RD HASLET TX,Contract Negotiations,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ3YAI,ROE - 1150 BLUE MOUND W RD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
006WR000011kjJ4YAI,ROE - 850 BLUE MOUND W RD FORT WORTH TX,Proposal Sent,Sales_Status__c,Reached Out - Pending Response,,fix/2026-05-12-clear-stale-substatus-fields.py,2026-05-12T11:09:20,cleared
